pickup_date,pickup_hour,is_weekend,ride_count,Temperature (F),Wind Speed (mph),Precip. (in),Condition_All_Cloudy,Condition_All_Fair,Condition_All_Fog,Condition_All_Rain,Condition_All_Storm
6/1/2024,0,1,38854,67,10,0,0,1,0,0,0
6/1/2024,1,1,30675,67,10,0,0,1,0,0,0
6/1/2024,2,1,22535,66,9,0,0,1,0,0,0
6/1/2024,3,1,17082,65,3,0,0,1,0,0,0
6/1/2024,4,1,13947,64,12,0,0,1,0,0,0
6/1/2024,5,1,11762,65,10,0,0,1,0,0,0
6/1/2024,6,1,14445,64,10,0,0,1,0,0,0
6/1/2024,7,1,19051,65,13,0,0,1,0,0,0
6/1/2024,8,1,23718,66,8,0,0,1,0,0,0
6/1/2024,9,1,28714,68,8,0,0,1,0,0,0
6/1/2024,10,1,31383,71,7,0,0,1,0,0,0
6/1/2024,11,1,33291,74,6,0,0,1,0,0,0
6/1/2024,12,1,34820,77,6,0,0,1,0,0,0
6/1/2024,13,1,35976,79,3,0,0,1,0,0,0
6/1/2024,14,1,37870,81,5,0,0,1,0,0,0
6/1/2024,15,1,38569,82,12,0,1,0,0,0,0
6/1/2024,16,1,39259,84,8,0,1,0,0,0,0
6/1/2024,17,1,41976,84,7,0,1,0,0,0,0
6/1/2024,18,1,44719,82,7,0,1,0,0,0,0
6/1/2024,19,1,45330,83,10,0,1,0,0,0,0
6/1/2024,20,1,41892,81,9,0,1,0,0,0,0
6/1/2024,21,1,43931,80,12,0,1,0,0,0,0
6/1/2024,22,1,47268,78,8,0,1,0,0,0,0
6/1/2024,23,1,47984,78,8,0,1,0,0,0,0
6/2/2024,0,1,43632,77,9,0,1,0,0,0,0
6/2/2024,1,1,36116,76,7,0,1,0,0,0,0
6/2/2024,2,1,27158,73,10,0,1,0,0,0,0
6/2/2024,3,1,20635,73,8,0,1,0,0,0,0
6/2/2024,4,1,15989,72,7,0,1,0,0,0,0
6/2/2024,5,1,12641,70,0,0,1,0,0,0,0
6/2/2024,6,1,13948,70,0,0,1,0,0,0,0
6/2/2024,7,1,15625,70,0,0,1,0,0,0,0
6/2/2024,8,1,18292,71,0,0,1,0,0,0,0
6/2/2024,9,1,24205,72,0,0,1,0,0,0,0
6/2/2024,10,1,29062,74,5,0,1,0,0,0,0
6/2/2024,11,1,30192,79,8,0,1,0,0,0,0
6/2/2024,12,1,31115,81,8,0,1,0,0,0,0
6/2/2024,13,1,31970,81,7,0,1,0,0,0,0
6/2/2024,14,1,33382,82,13,0,1,0,0,0,0
6/2/2024,15,1,34074,82,9,0,1,0,0,0,0
6/2/2024,16,1,34044,81,17,0,1,0,0,0,0
6/2/2024,17,1,33792,79,12,0,1,0,0,0,0
6/2/2024,18,1,34421,80,13,0,1,0,0,0,0
6/2/2024,19,1,32085,80,5,0,1,0,0,0,0
6/2/2024,20,1,30775,76,8,0,1,0,0,0,0
6/2/2024,21,1,32197,74,9,0,1,0,0,0,0
6/2/2024,22,1,30312,73,7,0,1,0,0,0,0
6/2/2024,23,1,25087,74,0,0,1,0,0,0,0
6/3/2024,0,0,18043,75,8,0,1,0,0,0,0
6/3/2024,1,0,10165,76,5,0,1,0,0,0,0
6/3/2024,2,0,6608,74,8,0,1,0,0,0,0
6/3/2024,3,0,5490,74,3,0,1,0,0,0,0
6/3/2024,4,0,8019,73,0,0,1,0,0,0,0
6/3/2024,5,0,11947,73,6,0,1,0,0,0,0
6/3/2024,6,0,20538,73,7,0,1,0,0,0,0
6/3/2024,7,0,32180,74,5,0,1,0,0,0,0
6/3/2024,8,0,38041,74,5,0,1,0,0,0,0
6/3/2024,9,0,31022,75,6,0,1,0,0,0,0
6/3/2024,10,0,25494,79,0,0,1,0,0,0,0
6/3/2024,11,0,24165,81,3,0,1,0,0,0,0
6/3/2024,12,0,24865,82,5,0,1,0,0,0,0
6/3/2024,13,0,26092,82,6,0,1,0,0,0,0
6/3/2024,14,0,29231,84,7,0,1,0,0,0,0
6/3/2024,15,0,29882,84,12,0,1,0,0,0,0
6/3/2024,16,0,30942,85,8,0,1,0,0,0,0
6/3/2024,17,0,34294,83,9,0,1,0,0,0,0
6/3/2024,18,0,33532,83,9,0,1,0,0,0,0
6/3/2024,19,0,29357,84,9,0,1,0,0,0,0
6/3/2024,20,0,27187,81,8,0,1,0,0,0,0
6/3/2024,21,0,29587,78,7,0,1,0,0,0,0
6/3/2024,22,0,28241,76,8,0,1,0,0,0,0
6/3/2024,23,0,22690,76,8,0,1,0,0,0,0
6/4/2024,0,0,15190,75,7,0,1,0,0,0,0
6/4/2024,1,0,8311,70,6,0,1,0,0,0,0
6/4/2024,2,0,5379,69,3,0,1,0,0,0,0
6/4/2024,3,0,4597,69,3,0,1,0,0,0,0
6/4/2024,4,0,6488,69,7,0,1,0,0,0,0
6/4/2024,5,0,10726,67,8,0,1,0,0,0,0
6/4/2024,6,0,20286,66,10,0,0,1,0,0,0
6/4/2024,7,0,33402,64,13,0,0,0,1,0,0
6/4/2024,8,0,38610,65,12,0,0,0,1,0,0
6/4/2024,9,0,32128,66,13,0,0,0,1,0,0
6/4/2024,10,0,26823,68,12,0,0,1,0,0,0
6/4/2024,11,0,25242,69,12,0,0,1,0,0,0
6/4/2024,12,0,25576,74,12,0,1,0,0,0,0
6/4/2024,13,0,26246,77,8,0,1,0,0,0,0
6/4/2024,14,0,29236,79,10,0,1,0,0,0,0
6/4/2024,15,0,30359,80,9,0,1,0,0,0,0
6/4/2024,16,0,31151,80,8,0,1,0,0,0,0
6/4/2024,17,0,35015,79,10,0,1,0,0,0,0
6/4/2024,18,0,36012,76,12,0,1,0,0,0,0
6/4/2024,19,0,32163,73,13,0,1,0,0,0,0
6/4/2024,20,0,31553,72,7,0,1,0,0,0,0
6/4/2024,21,0,33836,70,8,0,1,0,0,0,0
6/4/2024,22,0,32883,68,6,0,1,0,0,0,0
6/4/2024,23,0,26188,67,9,0,1,0,0,0,0
6/5/2024,0,0,17356,66,8,0,1,0,0,0,0
6/5/2024,1,0,9649,66,8,0,1,0,0,0,0
6/5/2024,2,0,6002,66,6,0,1,0,0,0,0
6/5/2024,3,0,5167,66,8,0,1,0,0,0,0
6/5/2024,4,0,7336,66,9,0,1,0,0,0,0
6/5/2024,5,0,11441,66,5,0,1,0,0,0,0
6/5/2024,6,0,20797,66,7,0,0,1,0,0,0
6/5/2024,7,0,34688,66,8,0,1,0,0,0,0
6/5/2024,8,0,41510,68,6,0,0,0,1,0,0
6/5/2024,9,0,34354,70,7,0,0,0,1,0,0
6/5/2024,10,0,28218,71,6,0,1,0,0,0,0
6/5/2024,11,0,26521,73,6,0,1,0,0,0,0
6/5/2024,12,0,27299,75,6,0,1,0,0,0,0
6/5/2024,13,0,27875,78,7,0,1,0,0,0,0
6/5/2024,14,0,31589,79,12,0,1,0,0,0,0
6/5/2024,15,0,32152,79,13,0,1,0,0,0,0
6/5/2024,16,0,33516,78,18,0,1,0,0,0,0
6/5/2024,17,0,38252,77,15,0,1,0,0,0,0
6/5/2024,18,0,39361,76,15,0,1,0,0,0,0
6/5/2024,19,0,35892,75,17,0,1,0,0,0,0
6/5/2024,20,0,34233,74,10,0,1,0,0,0,0
6/5/2024,21,0,35877,72,13,0,1,0,0,0,0
6/5/2024,22,0,35950,72,12,0,1,0,0,0,0
6/5/2024,23,0,30602,73,9,0,1,0,0,0,0
6/6/2024,0,0,21913,70,9,0,1,0,0,0,0
6/6/2024,1,0,15658,70,10,0,1,0,0,0,0
6/6/2024,2,0,8674,70,9,0.1,0,0,0,1,0
6/6/2024,3,0,6704,70,15,0,0,0,0,1,0
6/6/2024,4,0,9247,70,13,0.1,0,0,0,1,0
6/6/2024,5,0,13626,70,7,0.1,0,0,0,1,0
6/6/2024,6,0,22007,70,9,0.1,0,0,0,1,0
6/6/2024,7,0,33029,72,0,0,1,0,0,0,0
6/6/2024,8,0,40430,73,0,0,1,0,0,0,0
6/6/2024,9,0,35543,75,9,0,1,0,0,0,0
6/6/2024,10,0,29752,77,12,0,1,0,0,0,0
6/6/2024,11,0,28776,76,10,0,1,0,0,0,0
6/6/2024,12,0,28452,74,9,0,1,0,0,0,0
6/6/2024,13,0,29641,77,5,0,1,0,0,0,0
6/6/2024,14,0,33617,80,3,0,1,0,0,0,0
6/6/2024,15,0,40954,82,7,0,1,0,0,0,0
6/6/2024,16,0,38970,75,7,0.1,1,0,0,0,0
6/6/2024,17,0,39331,74,6,0.1,1,0,0,0,0
6/6/2024,18,0,40494,76,5,0,1,0,0,0,0
6/6/2024,19,0,37408,80,6,0,1,0,0,0,0
6/6/2024,20,0,35686,82,9,0,1,0,0,0,0
6/6/2024,21,0,39772,73,14,0,1,0,0,0,0
6/6/2024,22,0,37856,73,7,0,0,0,0,1,0
6/6/2024,23,0,34647,72,0,0,1,0,0,0,0
6/7/2024,0,0,25346,71,0,0,0,1,0,0,0
6/7/2024,1,0,15857,70,0,0,0,1,0,0,0
6/7/2024,2,0,10502,70,0,0,0,1,0,0,0
6/7/2024,3,0,8054,70,0,0,0,1,0,0,0
6/7/2024,4,0,9770,68,0,0,0,1,0,0,0
6/7/2024,5,0,13167,67,3,0,0,1,0,0,0
6/7/2024,6,0,21088,68,3,0,1,0,0,0,0
6/7/2024,7,0,32981,70,3,0,1,0,0,0,0
6/7/2024,8,0,37331,73,7,0,1,0,0,0,0
6/7/2024,9,0,33460,73,5,0,1,0,0,0,0
6/7/2024,10,0,30257,75,3,0,1,0,0,0,0
6/7/2024,11,0,29658,79,5,0,1,0,0,0,0
6/7/2024,12,0,30938,81,3,0,0,1,0,0,0
6/7/2024,13,0,31848,83,10,0,1,0,0,0,0
6/7/2024,14,0,34228,83,10,0,1,0,0,0,0
6/7/2024,15,0,35732,85,13,0,1,0,0,0,0
6/7/2024,16,0,37221,83,13,0,1,0,0,0,0
6/7/2024,17,0,40874,80,17,0,1,0,0,0,0
6/7/2024,18,0,43197,82,18,0,1,0,0,0,0
6/7/2024,19,0,43168,81,16,0,1,0,0,0,0
6/7/2024,20,0,38613,73,22,0,1,0,0,0,0
6/7/2024,21,0,40346,71,13,0,0,1,0,0,0
6/7/2024,22,0,46683,69,12,0,0,1,0,0,0
6/7/2024,23,0,47211,68,10,0,0,1,0,0,0
6/8/2024,0,1,40233,68,10,0,0,1,0,0,0
6/8/2024,1,1,31420,68,13,0,0,1,0,0,0
6/8/2024,2,1,24022,67,10,0,0,1,0,0,0
6/8/2024,3,1,18146,67,8,0,0,1,0,0,0
6/8/2024,4,1,14939,67,10,0,0,1,0,0,0
6/8/2024,5,1,12496,66,8,0,0,1,0,0,0
6/8/2024,6,1,14665,65,13,0,0,1,0,0,0
6/8/2024,7,1,18404,66,17,0,0,1,0,0,0
6/8/2024,8,1,22605,68,16,0,0,1,0,0,0
6/8/2024,9,1,27053,69,13,0,0,1,0,0,0
6/8/2024,10,1,30042,71,15,0,0,1,0,0,0
6/8/2024,11,1,32038,74,13,0,0,1,0,0,0
6/8/2024,12,1,33733,75,22,0,1,0,0,0,0
6/8/2024,13,1,35306,77,22,0,1,0,0,0,0
6/8/2024,14,1,36909,78,14,0,1,0,0,0,0
6/8/2024,15,1,38223,77,16,0,1,0,0,0,0
6/8/2024,16,1,39151,77,17,0,1,0,0,0,0
6/8/2024,17,1,41504,78,14,0,1,0,0,0,0
6/8/2024,18,1,43047,78,12,0,1,0,0,0,0
6/8/2024,19,1,43049,78,16,0,1,0,0,0,0
6/8/2024,20,1,40231,78,12,0,1,0,0,0,0
6/8/2024,21,1,44032,76,9,0,0,1,0,0,0
6/8/2024,22,1,47994,76,8,0,0,1,0,0,0
6/8/2024,23,1,49103,76,8,0,0,1,0,0,0
6/9/2024,0,1,43556,74,7,0,0,1,0,0,0
6/9/2024,1,1,35161,74,6,0,0,1,0,0,0
6/9/2024,2,1,27051,73,8,0,0,1,0,0,0
6/9/2024,3,1,20546,72,6,0,1,0,0,0,0
6/9/2024,4,1,16174,70,0,0,0,1,0,0,0
6/9/2024,5,1,12870,70,6,0,1,0,0,0,0
6/9/2024,6,1,13466,70,6,0,1,0,0,0,0
6/9/2024,7,1,15641,71,9,0,1,0,0,0,0
6/9/2024,8,1,18849,71,12,0,1,0,0,0,0
6/9/2024,9,1,24253,72,16,0,0,0,0,1,0
6/9/2024,10,1,28589,72,17,0,1,0,0,0,0
6/9/2024,11,1,29989,72,18,0,1,0,0,0,0
6/9/2024,12,1,30647,73,20,0,1,0,0,0,0
6/9/2024,13,1,30909,74,14,0,1,0,0,0,0
6/9/2024,14,1,32170,72,21,0,1,0,0,0,0
6/9/2024,15,1,32509,72,13,0,1,0,0,0,0
6/9/2024,16,1,32749,73,15,0,1,0,0,0,0
6/9/2024,17,1,33883,74,8,0,1,0,0,0,0
6/9/2024,18,1,33395,74,21,0,1,0,0,0,0
6/9/2024,19,1,31945,75,15,0,1,0,0,0,0
6/9/2024,20,1,30334,74,13,0,1,0,0,0,0
6/9/2024,21,1,32452,73,8,0,1,0,0,0,0
6/9/2024,22,1,32128,73,7,0,1,0,0,0,0
6/9/2024,23,1,29123,72,5,0,0,1,0,0,0
6/10/2024,0,0,19725,67,10,0,1,0,0,0,0
6/10/2024,1,0,11204,65,7,0,1,0,0,0,0
6/10/2024,2,0,7093,66,5,0,1,0,0,0,0
6/10/2024,3,0,6396,67,14,0,1,0,0,0,0
6/10/2024,4,0,8800,65,14,0,0,1,0,0,0
6/10/2024,5,0,12628,64,13,0,0,1,0,0,0
6/10/2024,6,0,20309,63,16,0,0,1,0,0,0
6/10/2024,7,0,31281,63,15,0,0,1,0,0,0
6/10/2024,8,0,37961,64,14,0,0,1,0,0,0
6/10/2024,9,0,30895,65,13,0,0,1,0,0,0
6/10/2024,10,0,25923,67,15,0,0,1,0,0,0
6/10/2024,11,0,24422,69,15,0,1,0,0,0,0
6/10/2024,12,0,25042,71,12,0,1,0,0,0,0
6/10/2024,13,0,25932,71,14,0,1,0,0,0,0
6/10/2024,14,0,29131,73,8,0,1,0,0,0,0
6/10/2024,15,0,29489,75,7,0,1,0,0,0,0
6/10/2024,16,0,29787,75,7,0,1,0,0,0,0
6/10/2024,17,0,32533,73,8,0,1,0,0,0,0
6/10/2024,18,0,32870,75,10,0,1,0,0,0,0
6/10/2024,19,0,29041,74,10,0,1,0,0,0,0
6/10/2024,20,0,27604,72,9,0,1,0,0,0,0
6/10/2024,21,0,29194,71,9,0,1,0,0,0,0
6/10/2024,22,0,28006,69,12,0,1,0,0,0,0
6/10/2024,23,0,22688,67,9,0,1,0,0,0,0
6/11/2024,0,0,14945,67,9,0,1,0,0,0,0
6/11/2024,1,0,8559,66,7,0,1,0,0,0,0
6/11/2024,2,0,5586,66,8,0,1,0,0,0,0
6/11/2024,3,0,4902,64,10,0,1,0,0,0,0
6/11/2024,4,0,7221,63,9,0,1,0,0,0,0
6/11/2024,5,0,11282,62,9,0,0,1,0,0,0
6/11/2024,6,0,19999,62,6,0,1,0,0,0,0
6/11/2024,7,0,32500,62,3,0,1,0,0,0,0
6/11/2024,8,0,38753,64,8,0,1,0,0,0,0
6/11/2024,9,0,32143,65,7,0,1,0,0,0,0
6/11/2024,10,0,26342,67,5,0,1,0,0,0,0
6/11/2024,11,0,24876,68,7,0,1,0,0,0,0
6/11/2024,12,0,25007,69,5,0,1,0,0,0,0
6/11/2024,13,0,26221,71,6,0,1,0,0,0,0
6/11/2024,14,0,29224,70,6,0,1,0,0,0,0
6/11/2024,15,0,29419,71,6,0,1,0,0,0,0
6/11/2024,16,0,30498,71,0,0,1,0,0,0,0
6/11/2024,17,0,34561,73,6,0,1,0,0,0,0
6/11/2024,18,0,36307,72,5,0,1,0,0,0,0
6/11/2024,19,0,32995,70,8,0,1,0,0,0,0
6/11/2024,20,0,31379,69,8,0,1,0,0,0,0
6/11/2024,21,0,32936,69,3,0,1,0,0,0,0
6/11/2024,22,0,31799,70,6,0,1,0,0,0,0
6/11/2024,23,0,26302,68,6,0,1,0,0,0,0
6/12/2024,0,0,17719,67,7,0,1,0,0,0,0
6/12/2024,1,0,10104,67,7,0,1,0,0,0,0
6/12/2024,2,0,6869,66,6,0,1,0,0,0,0
6/12/2024,3,0,5536,66,6,0,1,0,0,0,0
6/12/2024,4,0,7561,65,5,0,1,0,0,0,0
6/12/2024,5,0,11274,64,7,0,0,1,0,0,0
6/12/2024,6,0,20138,63,5,0,0,1,0,0,0
6/12/2024,7,0,32837,65,5,0,0,1,0,0,0
6/12/2024,8,0,39136,67,6,0,0,1,0,0,0
6/12/2024,9,0,32645,68,7,0,0,1,0,0,0
6/12/2024,10,0,26731,71,3,0,0,1,0,0,0
6/12/2024,11,0,25572,71,3,0,1,0,0,0,0
6/12/2024,12,0,25538,72,7,0,1,0,0,0,0
6/12/2024,13,0,26451,74,6,0,1,0,0,0,0
6/12/2024,14,0,30392,75,7,0,1,0,0,0,0
6/12/2024,15,0,30499,75,12,0,1,0,0,0,0
6/12/2024,16,0,31771,76,5,0,1,0,0,0,0
6/12/2024,17,0,37059,76,8,0,1,0,0,0,0
6/12/2024,18,0,38029,76,9,0,1,0,0,0,0
6/12/2024,19,0,34036,74,12,0,1,0,0,0,0
6/12/2024,20,0,32455,73,7,0,1,0,0,0,0
6/12/2024,21,0,35526,70,13,0,0,1,0,0,0
6/12/2024,22,0,34763,69,12,0,0,1,0,0,0
6/12/2024,23,0,30085,68,7,0,0,1,0,0,0
6/13/2024,0,0,20025,68,5,0,0,1,0,0,0
6/13/2024,1,0,11705,67,3,0,0,1,0,0,0
6/13/2024,2,0,7790,67,6,0,0,1,0,0,0
6/13/2024,3,0,6286,66,3,0,0,1,0,0,0
6/13/2024,4,0,8625,65,0,0,0,1,0,0,0
6/13/2024,5,0,12271,66,0,0,0,1,0,0,0
6/13/2024,6,0,20819,67,0,0,0,1,0,0,0
6/13/2024,7,0,34068,69,0,0,0,1,0,0,0
6/13/2024,8,0,40330,72,3,0,1,0,0,0,0
6/13/2024,9,0,33668,75,5,0,1,0,0,0,0
6/13/2024,10,0,28567,77,3,0,1,0,0,0,0
6/13/2024,11,0,27069,81,0,0,1,0,0,0,0
6/13/2024,12,0,28080,83,7,0,1,0,0,0,0
6/13/2024,13,0,29514,83,5,0,1,0,0,0,0
6/13/2024,14,0,33145,84,17,0,1,0,0,0,0
6/13/2024,15,0,33291,84,20,0,1,0,0,0,0
6/13/2024,16,0,35478,84,18,0,1,0,0,0,0
6/13/2024,17,0,40116,83,20,0,1,0,0,0,0
6/13/2024,18,0,40760,80,21,0,0,1,0,0,0
6/13/2024,19,0,37833,79,12,0,0,1,0,0,0
6/13/2024,20,0,35039,77,13,0,0,1,0,0,0
6/13/2024,21,0,38440,75,14,0,0,1,0,0,0
6/13/2024,22,0,38467,75,10,0,0,1,0,0,0
6/13/2024,23,0,34644,76,13,0,0,1,0,0,0
6/14/2024,0,0,25087,74,13,0,0,1,0,0,0
6/14/2024,1,0,15805,73,12,0,0,1,0,0,0
6/14/2024,2,0,10710,73,8,0,0,1,0,0,0
6/14/2024,3,0,8394,72,8,0,0,1,0,0,0
6/14/2024,4,0,10174,71,7,0,1,0,0,0,0
6/14/2024,5,0,13533,71,8,0,0,1,0,0,0
6/14/2024,6,0,20985,71,9,0,1,0,0,0,0
6/14/2024,7,0,32994,72,10,0,1,0,0,0,0
6/14/2024,8,0,39682,75,10,0,1,0,0,0,0
6/14/2024,9,0,34306,75,12,0,1,0,0,0,0
6/14/2024,10,0,30879,78,10,0,1,0,0,0,0
6/14/2024,11,0,31035,80,6,0,1,0,0,0,0
6/14/2024,12,0,32081,83,3,0,1,0,0,0,0
6/14/2024,13,0,32892,84,12,0,1,0,0,0,0
6/14/2024,14,0,35538,84,9,0,1,0,0,0,0
6/14/2024,15,0,35658,85,12,0,1,0,0,0,0
6/14/2024,16,0,36276,83,7,0,1,0,0,0,0
6/14/2024,17,0,41215,79,10,0,1,0,0,0,0
6/14/2024,18,0,49800,80,8,0,1,0,0,0,0
6/14/2024,19,0,57982,75,13,0,0,0,0,1,0
6/14/2024,20,0,40678,68,8,0.2,1,0,0,0,0
6/14/2024,21,0,41451,70,9,0,0,0,0,1,0
6/14/2024,22,0,43186,69,5,0,1,0,0,0,0
6/14/2024,23,0,44525,68,7,0,1,0,0,0,0
6/15/2024,0,1,37638,69,7,0,1,0,0,0,0
6/15/2024,1,1,29011,69,5,0,1,0,0,0,0
6/15/2024,2,1,22712,68,3,0,1,0,0,0,0
6/15/2024,3,1,17172,69,6,0,1,0,0,0,0
6/15/2024,4,1,14476,68,8,0,0,1,0,0,0
6/15/2024,5,1,12021,67,5,0,0,1,0,0,0
6/15/2024,6,1,15059,68,10,0,0,1,0,0,0
6/15/2024,7,1,18484,68,20,0,0,1,0,0,0
6/15/2024,8,1,22776,69,14,0,0,1,0,0,0
6/15/2024,9,1,28281,70,16,0,0,1,0,0,0
6/15/2024,10,1,31032,72,15,0,0,1,0,0,0
6/15/2024,11,1,32694,73,18,0,0,1,0,0,0
6/15/2024,12,1,33591,75,18,0,0,1,0,0,0
6/15/2024,13,1,35135,76,9,0,0,1,0,0,0
6/15/2024,14,1,36436,78,8,0,1,0,0,0,0
6/15/2024,15,1,37269,79,10,0,1,0,0,0,0
6/15/2024,16,1,39747,81,5,0,1,0,0,0,0
6/15/2024,17,1,42311,81,8,0,1,0,0,0,0
6/15/2024,18,1,43230,81,6,0,1,0,0,0,0
6/15/2024,19,1,43992,80,16,0,1,0,0,0,0
6/15/2024,20,1,40604,78,14,0,0,1,0,0,0
6/15/2024,21,1,42767,77,12,0,0,1,0,0,0
6/15/2024,22,1,44871,75,5,0,1,0,0,0,0
6/15/2024,23,1,45551,73,3,0,0,1,0,0,0
6/16/2024,0,1,42235,71,6,0,0,1,0,0,0
